0.046862117671331305,-6.154075068354592,15.505115007200693,Inf
7.0,-10.0,0.0,0.0
-16.054324054007765,-10.73485989670079,8.562668083286713,38.07060230473479
-8.736830460281109,-10.619981766397721,4.691761868326864,16.966759898602938
-10.851292857207397,-12.71790977560551,-5.223776458392226,62.117627055565976
-3.1529933150006606,-11.73748235471944,-1.7277401539329595,10.504563483344523
-13.914827757244526,-17.284704348472477,5.801640163795618,Inf
-8.736830460281109,-10.619981766397721,4.691761868326864,16.966759898602938
-17.299992247090763,-17.555568967474766,-7.800619203326189,Inf
-17.820529710262953,-16.942218076392102,-1.8787914083566903,Inf
-18.56549787049719,-18.015441379062985,-14.046334679889592,Inf
-17.299992247090763,-17.555568967474766,-7.800619203326189,Inf
-12.387587224096537,-17.488623698682126,-15.428870101740868,Inf
-7.632504815893073,-16.63952978667212,-10.620141301315629,Inf
-15.730019503395027,-17.31066681625628,7.764626206133585,Inf
-11.144834765271483,-15.612393804024034,8.733034405252074,Inf
-17.101864207195003,-19.8994003491517,-3.928593070535875,Inf
-10.495102311256082,-15.940208882174138,-2.501425142769005,Inf
-16.097779264815102,-19.046089264343678,6.523512560688786,Inf
-10.11457961650673,-15.523491035988872,7.870967397278843,Inf
-12.15875375204754,-19.635847802840534,4.010595088316187,Inf
-5.574104803273645,-19.6914871796574,4.071542412951771,17.61518197313459
-12.341801643258492,-17.90515172352589,-6.13558844914091,Inf
-4.399929855893747,-15.655173325299563,-2.3909199299334176,13.087894203719616
-12.553860144763735,-18.155269471678032,-3.9120195082736764,Inf
-4.399929855893747,-15.655173325299563,-2.3909199299334176,13.087894203719616
-17.820529710262953,-16.942218076392102,-1.8787914083566903,Inf
-13.914827757244526,-17.284704348472477,5.801640163795618,Inf
-15.706995536999084,-12.068818807049082,-13.404160714704583,Inf
-17.299992247090763,-17.555568967474766,-7.800619203326189,Inf
-18.397759754614363,-6.2824991787099815,-15.65269646920691,Inf
-9.792468231594924,-4.512832322846405,-16.75060842824213,Inf
-16.376694980329873,-15.820658921107338,-17.739908112839487,Inf
-13.369682260354008,-13.697754451840156,-10.678116600000616,Inf
-19.957552155385166,-14.497573022262378,-18.086969549672194,Inf
-12.222060454024719,-14.058458331266168,-14.210722845310606,Inf
-19.604458188462488,-6.827922327399225,-10.492823407896923,Inf
-11.713128932294303,-7.796758690525625,-4.498445343306239,Inf
-18.399010954299875,-7.937743166789577,-2.0729725878639726,Inf
-9.472387648519103,-8.368813284187269,-1.2672578723022383,Inf
-17.670889454175445,-17.253625340391075,-13.148475886554936,Inf
-11.94648564063197,-17.1045880043053,-9.39225375778622,Inf
-17.832602397626243,-14.021674235316217,-5.910214136266587,Inf
